Department,Category,Condition Group,Sales Week,Gross Revenue,Return Value,Net Item Revenue (Fulfilled),Gross Items (Fullfilled),Net Items (Fulfilled),Gross Orders (Fulfilled),Net Sell Through Items (Week),MSRP of Sold Items,Avg. Item Age When Sold,Avg. Item Age EOW,EOW Inventory For Sale $,EOW Inventory For Sale Items,MSRP of EOW Inventory
Kids Storage,Boxes,Perfect,12/2/18,2876,0,2876,31,31,31,0.1,6391,101.18,124.04,23003,275,46471
Kids Storage,Boxes,Perfect,11/25/18,1153,0,1153,12,12,18,0.04,2562,78.62,120.82,24340,288,49171
Kids Storage,Boxes,Perfect,11/18/18,552,0,552,7,7,8,0.02,1227,123.28,125.44,24263,288,49016
Kids Storage,Boxes,Perfect,11/11/18,940,0,940,11,11,12,0.04,2089,71.69,120.33,24210,290,48909
Kids Storage,Boxes,Perfect,11/4/18,1243,0,1243,15,15,15,0.05,2762,52.21,117.04,24143,292,48773
Kids Storage,Boxes,Perfect,10/28/18,1269.69,90.69,1179,14,13,15,0.04,2620,41.43,110.81,24151,294,48789
Kids Storage,Boxes,Perfect,10/21/18,841.11,84.11,757,10,9,12,0.03,1682,47.59,108.78,24644,297,49787
Kids Storage,Boxes,Perfect,10/14/18,1725,0,1725,17,17,17,0.05,3833,63.45,107.45,24365,296,49222
Kids Storage,Boxes,Perfect,10/7/18,1727.37,86.37,1641,20,19,26,0.06,3647,68.53,105.98,23583,285,47642
Kids Storage,Boxes,Great,1/13/19,1882,0,1882,26,26,27,0.12,4182,148.61,125.16,15337,190,30984
Kids Storage,Boxes,Great,1/6/19,3368.33,78.33,3290,43,42,42,0.17,7311,64.83,111.79,16885,211,34111
Kids Storage,Boxes,Great,12/30/18,1633,0,1633,20,20,25,0.08,3629,57.52,103.11,20070,247,40544
Kids Storage,Boxes,Great,12/23/18,1294.27,152.27,1142,17,15,15,0.06,2538,77,103.95,20115,247,40636
Kids Storage,Boxes,Great,12/16/18,1053,162,891,13,11,11,0.05,1980,93.17,120.05,18127,225,36620
Kids Storage,Boxes,Great,12/9/18,1083,0,1083,15,15,18,0.06,2407,139.99,123.76,17590,221,35536
Kids Storage,Boxes,Great,12/2/18,2238.41,144.41,2094,31,29,28,0.11,4653,134.29,117.95,18010,230,36384
Kids Storage,Boxes,Great,11/25/18,1601,0,1601,21,21,22,0.08,3558,67.45,112.28,19876,255,40153
Kids Storage,Boxes,Great,11/18/18,1088.08,145.08,943,15,13,15,0.05,2096,116.81,110.67,21056,271,42538
Kids Storage,Boxes,Great,11/11/18,1726.42,164.42,1562,21,19,15,0.06,3471,118.43,106.96,21959,282,44362
Kids Storage,Boxes,Great,11/4/18,1613.68,80.68,1533,20,19,18,0.06,3407,37.73,99.05,22748,292,45956
Kids Storage,Boxes,Great,10/28/18,588,147,441,8,6,14,0.02,980,76.85,96.95,23486,301,47447
Kids Storage,Boxes,Great,10/21/18,661,0,661,11,11,15,0.04,1469,88.09,95.48,23389,299,47251
Kids Storage,Boxes,Great,10/14/18,1893.1,172.1,1721,22,20,19,0.06,3824,41.5,90.23,23771,305,48022
Kids Storage,Boxes,Great,10/7/18,1493.61,78.61,1415,19,18,22,0.06,3144,77.08,85.4,23702,303,47882
Kids Storage,Boxes,OK,1/13/19,185,0,185,2,2,5,0.02,411,42.66,127.19,6322,87,12771
Kids Storage,Boxes,OK,1/6/19,893,0,893,13,13,12,0.13,1984,60.91,110.81,6615,90,13364
Kids Storage,Boxes,OK,12/30/18,1055.17,81.17,974,13,12,11,0.11,2164,34.8,98.14,7388,100,14924
Kids Storage,Boxes,OK,12/23/18,490,0,490,7,7,8,0.07,1089,85.47,100.59,7438,100,15027
Kids Storage,Boxes,OK,12/16/18,181,0,181,2,2,3,0.02,402,129.98,115.22,6892,94,13922
Kids Storage,Boxes,OK,12/9/18,535,0,535,8,8,8,0.08,1189,70.53,110.32,6654,90,13442
Kids Storage,Boxes,OK,12/2/18,614,0,614,10,10,9,0.1,1364,164.55,112.84,6996,95,14133
Kids Storage,Boxes,OK,11/25/18,406,0,406,6,6,7,0.06,902,77.77,110.46,7341,102,14831
Kids Storage,Boxes,OK,11/18/18,44,0,44,1,1,2,0.01,98,90.71,108.78,7626,106,15407
Kids Storage,Boxes,OK,11/11/18,593,0,593,9,9,9,0.08,1318,78.77,101.43,7586,106,15324
Kids Storage,Boxes,OK,11/4/18,670,0,670,10,10,10,0.08,1489,75.46,95.69,8016,113,16193
Kids Storage,Boxes,OK,10/28/18,311,0,311,2,2,5,0.02,691,76.08,91.84,8613,122,17400
Kids Storage,Boxes,OK,10/21/18,733,0,733,9,9,9,0.07,1629,43.12,88.69,8754,121,17684
Kids Storage,Boxes,OK,10/14/18,539.43,67.43,472,8,7,7,0.05,1049,21.25,82.39,9543,131,19278
Kids Storage,Boxes,OK,10/7/18,711,0,711,9,9,10,0.06,1580,40.35,74.55,9720,134,19636
Kids Storage,Shelves,Perfect,1/13/19,2630.45,58.45,2572,45,44,45,0.14,5591,171.33,169.75,18125,274,35820
Kids Storage,Shelves,Perfect,1/6/19,3411.83,57.83,3354,59,58,58,0.16,7291,147.07,164.5,20422,311,40359
Kids Storage,Shelves,Perfect,12/30/18,1379,0,1379,23,23,27,0.06,2998,97.48,155.54,24121,368,47670
Kids Storage,Shelves,Perfect,12/23/18,1662,0,1662,28,28,29,0.07,3613,110.03,149.52,24954,383,49315
Kids Storage,Shelves,Perfect,12/16/18,1252,0,1252,21,21,24,0.05,2722,155.93,151.97,25271,391,49943
Kids Storage,Shelves,Perfect,12/9/18,2839.41,60.41,2779,47,46,43,0.1,6041,140.91,150.29,25386,398,50170
Kids Storage,Shelves,Perfect,12/2/18,2216.84,56.84,2160,39,38,40,0.08,4696,127.9,146.02,27429,434,54207
Kids Storage,Shelves,Perfect,11/25/18,2512.11,66.11,2446,38,37,38,0.08,5317,127.74,141.47,28532,456,56387
Kids Storage,Shelves,Perfect,11/18/18,2098.7,67.7,2031,31,30,28,0.06,4415,88.4,140.63,29997,480,59283
Kids Storage,Shelves,Perfect,11/11/18,1821,0,1821,29,29,33,0.06,3959,97.17,134.82,30934,496,61135
Kids Storage,Shelves,Perfect,11/4/18,1674.4,64.4,1610,26,25,28,0.05,3500,91.78,131.53,31292,506,61841
Kids Storage,Shelves,Perfect,10/28/18,1530.55,66.55,1464,23,22,25,0.04,3183,61.45,127.68,31976,519,63193
Kids Storage,Shelves,Perfect,10/21/18,2010.84,62.84,1948,32,31,30,0.06,4235,76.69,123.69,32282,524,63798
Kids Storage,Shelves,Perfect,10/14/18,2015,65,1950,31,30,29,0.05,4239,82.85,123.9,32513,531,64254
Kids Storage,Shelves,Perfect,10/7/18,2680,0,2680,42,42,44,0.07,5826,70.53,119.63,32427,531,64085
Kids Storage,Shelves,Great,1/13/19,2075.22,109.22,1966,38,36,41,0.14,4274,167.86,151.69,13050,216,25791
Kids Storage,Shelves,Great,1/6/19,2383.82,51.82,2332,46,45,47,0.16,5070,128.82,144.41,14741,245,29133
Kids Storage,Shelves,Great,12/30/18,1815.74,56.74,1759,32,31,39,0.1,3824,56.52,130.9,17513,293,34611
Kids Storage,Shelves,Great,12/23/18,2026.91,57.91,1969,35,34,36,0.1,4280,79.77,128.59,17637,296,34857
Kids Storage,Shelves,Great,12/16/18,1389.58,55.58,1334,25,24,25,0.08,2900,127.44,146.16,17200,291,33991
Kids Storage,Shelves,Great,12/9/18,1225.27,53.27,1172,23,22,22,0.07,2548,165.47,148.33,16672,288,32948
Kids Storage,Shelves,Great,12/2/18,2460.59,58.59,2402,42,41,41,0.12,5222,106.18,142.24,17612,307,34807
Kids Storage,Shelves,Great,11/25/18,1725.5,59.5,1666,29,28,30,0.08,3622,128.51,140.42,19487,341,38511
Kids Storage,Shelves,Great,11/18/18,863,0,863,14,14,12,0.04,1876,114.19,134.89,20855,366,41215
Kids Storage,Shelves,Great,11/11/18,1243.2,59.2,1184,21,20,20,0.05,2574,99.64,128.94,21303,373,42100
Kids Storage,Shelves,Great,11/4/18,2332.82,59.82,2273,39,38,40,0.09,4941,74.07,121.59,21776,381,43035
Kids Storage,Shelves,Great,10/28/18,839,0,839,14,14,19,0.03,1824,79.39,121.73,23035,405,45524
Kids Storage,Shelves,Great,10/21/18,1186,0,1186,21,21,21,0.05,2578,81.85,118.3,23161,405,45772
Kids Storage,Shelves,Great,10/14/18,847,121,726,14,12,17,0.03,1578,74.31,112.42,24230,425,47885
Kids Storage,Shelves,Great,10/7/18,1562.5,62.5,1500,25,24,27,0.05,3261,69.15,105.63,23972,421,47376
Kids Storage,Shelves,OK,1/13/19,449,0,449,10,10,11,0.14,976,126.82,128.17,3497,63,6911
Kids Storage,Shelves,OK,1/6/19,605,55,550,11,10,12,0.12,1196,77.85,116.13,3931,72,7770
Kids Storage,Shelves,OK,12/30/18,475.56,47.56,428,10,9,10,0.1,930,73.07,109.76,4562,82,9015
Kids Storage,Shelves,OK,12/23/18,165,0,165,5,5,9,0.06,359,62.91,104.93,4695,85,9278
Kids Storage,Shelves,OK,12/16/18,135,0,135,3,3,4,0.04,293,144.99,118.58,4333,81,8563
Kids Storage,Shelves,OK,12/9/18,539,0,539,11,11,11,0.13,1172,125.82,122.5,3735,71,7380
Kids Storage,Shelves,OK,12/2/18,438,0,438,9,9,10,0.1,952,144.53,127.96,4194,81,8289
Kids Storage,Shelves,OK,11/25/18,403,0,403,7,7,8,0.07,876,79.23,122.71,4452,87,8798
Kids Storage,Shelves,OK,11/18/18,370,0,370,7,7,7,0.07,804,79.46,117.25,4829,93,9543
Kids Storage,Shelves,OK,11/11/18,193.33,48.33,145,4,3,4,0.03,315,60.6,109.9,5179,100,10235
Kids Storage,Shelves,OK,11/4/18,156,0,156,3,3,3,0.03,339,49.51,104.79,5155,100,10187
Kids Storage,Shelves,OK,10/28/18,409.14,51.14,358,8,7,7,0.07,778,51.28,100.45,5214,101,10304
Kids Storage,Shelves,OK,10/21/18,223,0,223,4,4,4,0.04,485,74,94.78,5622,108,11111
Kids Storage,Shelves,OK,10/14/18,275,0,275,5,5,5,0.04,598,35.96,90.72,5781,110,11424
Kids Storage,Shelves,OK,10/7/18,0,-14,14,0,0,2,0,30,19.17,84,5839,111,11539
Kids Storage,Envelopes,Perfect,1/13/19,565,0,565,15,15,15,0.09,665,150.92,189.42,6642,148,9767
Kids Storage,Envelopes,Perfect,1/6/19,157.2,26.2,131,6,5,10,0.03,154,165.4,181.23,7103,161,10445
Kids Storage,Envelopes,Perfect,12/30/18,658,47,611,14,13,13,0.07,719,115.42,178.29,7387,168,10863
Kids Storage,Envelopes,Perfect,12/23/18,340.57,42.57,298,8,7,8,0.04,351,105.49,172.48,7794,176,11461
Kids Storage,Envelopes,Perfect,12/16/18,608.83,46.83,562,13,12,13,0.06,661,109.65,172.34,7806,176,11479
Kids Storage,Envelopes,Perfect,12/9/18,814.24,45.24,769,18,17,20,0.09,905,106.65,163.45,8122,183,11945
Kids Storage,Envelopes,Perfect,12/2/18,1098,0,1098,24,24,23,0.11,1292,135.44,165.06,8280,190,12176
Kids Storage,Envelopes,Perfect,11/25/18,549,0,549,12,12,14,0.06,646,153.15,166.74,8509,200,12513
Kids Storage,Envelopes,Perfect,11/18/18,573.08,44.08,529,13,12,10,0.06,622,163.78,171.08,8786,207,12920
Kids Storage,Envelopes,Perfect,11/11/18,689,53,636,13,12,13,0.05,748,127.82,164.78,9028,215,13276
Kids Storage,Envelopes,Perfect,11/4/18,791.56,46.56,745,17,16,16,0.07,876,156.16,166.95,9126,218,13420
Kids Storage,Envelopes,Perfect,10/28/18,530.18,44.18,486,12,11,13,0.05,572,153.46,164.29,9458,227,13909
Kids Storage,Envelopes,Perfect,10/21/18,792.53,49.53,743,16,15,15,0.06,874,127.67,161.91,9845,234,14478
Kids Storage,Envelopes,Perfect,10/14/18,747,0,747,15,15,14,0.06,879,105.8,159.11,10431,244,15340
Kids Storage,Envelopes,Perfect,10/7/18,1208.35,50.35,1158,24,23,23,0.08,1362,118.43,152.39,10743,251,15798
Kids Storage,Envelopes,Great,1/13/19,165.33,41.33,124,4,3,5,0.04,146,198.66,171.92,3080,70,4529
Kids Storage,Envelopes,Great,1/6/19,379.13,42.13,337,9,8,10,0.1,396,100.79,158.13,3095,70,4552
Kids Storage,Envelopes,Great,12/30/18,126,0,126,3,3,4,0.04,148,163.63,157.01,3519,79,5175
Kids Storage,Envelopes,Great,12/23/18,198,66,132,6,4,5,0.05,155,120.12,156.8,3115,72,4581
Kids Storage,Envelopes,Great,12/16/18,62,0,62,3,3,5,0.04,73,126.74,178.22,2775,66,4081
Kids Storage,Envelopes,Great,12/9/18,283.43,35.43,248,8,7,8,0.1,292,155.16,177.52,2651,64,3899
Kids Storage,Envelopes,Great,12/2/18,484.25,37.25,447,13,12,12,0.15,526,153.69,173.25,2859,71,4204
Kids Storage,Envelopes,Great,11/25/18,354.29,44.29,310,8,7,7,0.08,365,139.52,167.44,3278,82,4821
Kids Storage,Envelopes,Great,11/18/18,197,0,197,5,5,7,0.06,232,133.44,169.61,3412,85,5018
Kids Storage,Envelopes,Great,11/11/18,252,84,168,6,4,4,0.04,198,109.03,165.97,3482,88,5120
Kids Storage,Envelopes,Great,11/4/18,389.25,43.25,346,9,8,8,0.08,407,165.7,165.62,3559,89,5233
Kids Storage,Envelopes,Great,10/28/18,554.18,46.18,508,12,11,13,0.11,598,139.91,159.67,3666,94,5392
Kids Storage,Envelopes,Great,10/21/18,382,0,382,8,8,8,0.07,449,154.31,160.51,4137,103,6084
Kids Storage,Envelopes,Great,10/14/18,524.7,47.7,477,11,10,10,0.08,561,108.26,153.37,4556,111,6700
Kids Storage,Envelopes,Great,10/7/18,382.86,47.86,335,8,7,9,0.06,394,54.9,138.32,4919,119,7234
Kids Storage,Envelopes,OK,1/13/19,41,0,41,1,1,1,0.13,48,209.59,209.09,244,7,359
Kids Storage,Envelopes,OK,1/6/19,0,0,0,0,0,0,0,0,0,204.4,289,8,425
Kids Storage,Envelopes,OK,12/30/18,32,0,32,1,1,1,0.11,38,37.42,181.16,289,8,425
Kids Storage,Envelopes,OK,12/23/18,44,0,44,1,1,1,0.1,52,185.65,175.77,321,9,472
Kids Storage,Envelopes,OK,12/16/18,-72,0,-72,-1,-1,1,-0.13,-85,429.28,182.7,327,9,480
Kids Storage,Envelopes,OK,12/9/18,23,0,23,1,1,1,0.13,27,179.56,225.68,224,7,330
Kids Storage,Envelopes,OK,12/2/18,136,0,136,3,3,3,0.27,160,210.83,213.15,246,8,362
Kids Storage,Envelopes,OK,11/25/18,82,0,82,2,2,2,0.15,96,103.1,191.52,351,11,516
Kids Storage,Envelopes,OK,11/18/18,218.75,43.75,175,5,4,4,0.22,206,114.81,173.11,486,14,715
Kids Storage,Envelopes,OK,11/11/18,76,0,76,2,2,3,0.11,89,21.95,142.1,637,17,937
Kids Storage,Envelopes,OK,11/4/18,80,0,80,2,2,1,0.1,94,99.64,141.12,717,19,1055
Kids Storage,Envelopes,OK,10/28/18,123,41,82,3,2,2,0.09,96,89.47,131.81,829,21,1220
Kids Storage,Envelopes,OK,10/21/18,0,0,0,0,0,0,0,0,0,127.19,927,23,1364
Kids Storage,Envelopes,OK,10/14/18,120,0,120,3,3,3,0.12,141,65.22,118.44,927,23,1364
Kids Storage,Envelopes,OK,10/7/18,108,54,54,2,1,1,0.04,64,4.08,106.54,1030,26,1514
Kids Storage,Cabinets,Perfect,1/13/19,1274.67,318.67,956,4,3,3,0.04,1226,207.98,191.03,13933,83,16238
Kids Storage,Cabinets,Perfect,1/6/19,952,238,714,4,3,3,0.03,915,209.21,186.48,14984,86,17464
Kids Storage,Cabinets,Perfect,12/30/18,94,0,94,1,1,1,0.01,121,90.4,180.53,15770,89,18379
Kids Storage,Cabinets,Perfect,12/23/18,123,0,123,1,1,1,0.01,158,85.09,174.65,15873,90,18500
Kids Storage,Cabinets,Perfect,12/16/18,0,0,0,0,0,0,0,0,0,169.75,15995,91,18642
Kids Storage,Cabinets,Perfect,12/9/18,190,95,95,2,1,1,0.01,122,78.08,163.8,15871,90,18497
Kids Storage,Cabinets,Perfect,12/2/18,0,0,0,0,0,0,0,0,0,158.97,16089,92,18751
Kids Storage,Cabinets,Perfect,11/25/18,126,63,63,2,1,1,0.01,81,104.18,155.19,15640,91,18228
Kids Storage,Cabinets,Perfect,11/18/18,180,0,180,1,1,1,0.01,231,66.53,149.31,15718,92,18319
Kids Storage,Cabinets,Perfect,11/11/18,0,0,0,0,0,0,0,0,0,144.41,15905,93,18537
Kids Storage,Cabinets,Perfect,11/4/18,0,0,0,0,0,0,0,0,0,139.51,15905,93,18537
Kids Storage,Cabinets,Perfect,10/28/18,100,0,100,1,1,1,0.01,128,43.2,133.63,15905,93,18537
Kids Storage,Cabinets,Perfect,10/21/18,0,0,0,0,0,0,0,0,0,128.73,15998,94,18646
Kids Storage,Cabinets,Perfect,10/14/18,0,0,0,0,0,0,0,0,0,123.83,15998,94,18646
Kids Storage,Cabinets,Perfect,10/7/18,0,0,0,0,0,0,0,0,0,120.26,15384,92,17929
Kids Storage,Cabinets,Great,1/13/19,1315,0,1315,8,8,8,0.08,1686,197.12,191.66,18762,98,21867
Kids Storage,Cabinets,Great,1/6/19,1484,212,1272,7,6,6,0.05,1631,220.07,187.67,20208,106,23553
Kids Storage,Cabinets,Great,12/30/18,0,0,0,0,0,0,0,0,0,184.24,21902,113,25527
Kids Storage,Cabinets,Great,12/23/18,410,205,205,2,1,1,0.01,263,186.73,179.27,21902,113,25527
Kids Storage,Cabinets,Great,12/16/18,0,0,0,0,0,0,0,0,0,174.44,22103,114,25762
Kids Storage,Cabinets,Great,12/9/18,0,0,0,0,0,0,0,0,0,169.54,22103,114,25762
Kids Storage,Cabinets,Great,12/2/18,446,223,223,2,1,1,0.01,286,110.34,164.08,22103,114,25762
Kids Storage,Cabinets,Great,11/25/18,304,0,304,1,1,1,0.01,390,46.97,156.24,22201,114,25876
Kids Storage,Cabinets,Great,11/18/18,0,0,0,0,0,0,0,0,0,152.04,22370,114,26072
Kids Storage,Cabinets,Great,11/11/18,594,198,396,3,2,2,0.02,508,155.39,147.77,22499,114,26223
Kids Storage,Cabinets,Great,11/4/18,0,0,0,0,0,0,0,0,0,144.2,22779,115,26549
Kids Storage,Cabinets,Great,10/28/18,0,0,0,0,0,0,0,0,0,141.75,22501,113,26224
Kids Storage,Cabinets,Great,10/21/18,0,0,0,0,0,0,0,0,0,138.11,21948,110,25581
Kids Storage,Cabinets,Great,10/14/18,810,540,270,3,1,1,0.01,346,58.67,136.64,21578,109,25149
Kids Storage,Cabinets,Great,10/7/18,0,0,0,0,0,0,0,0,0,131.39,21831,110,25444
Kids Storage,Cabinets,OK,1/13/19,561,0,561,2,2,2,0.08,719,107.26,272.09,4851,24,5654
Kids Storage,Cabinets,OK,1/6/19,109,0,109,1,1,1,0.04,140,136.75,262.01,5421,26,6318
Kids Storage,Cabinets,OK,12/30/18,180,0,180,1,1,1,0.04,231,64.37,251.09,5541,27,6458
Kids Storage,Cabinets,OK,12/23/18,0,0,0,0,0,0,0,0,0,246.19,5739,28,6688
Kids Storage,Cabinets,OK,12/16/18,0,0,0,0,0,0,0,0,0,241.29,5739,28,6688
Kids Storage,Cabinets,OK,12/9/18,0,0,0,0,0,0,0,0,0,236.39,5739,28,6688
Kids Storage,Cabinets,OK,12/2/18,0,0,0,0,0,0,0,0,0,231.49,5739,28,6688
Kids Storage,Cabinets,OK,11/25/18,0,0,0,0,0,0,0,0,0,226.59,5739,28,6688
Kids Storage,Cabinets,OK,11/18/18,0,0,0,0,0,0,0,0,0,221.69,5739,28,6688
Kids Storage,Cabinets,OK,11/11/18,0,0,0,0,0,0,0,0,0,216.79,5739,28,6688
Kids Storage,Cabinets,OK,11/4/18,0,0,0,0,0,0,0,0,0,211.89,5739,28,6688
Kids Storage,Cabinets,OK,10/28/18,0,0,0,0,0,0,0,0,0,206.99,5739,28,6688
Kids Storage,Cabinets,OK,10/21/18,0,0,0,0,0,0,0,0,0,202.09,5739,28,6688
Kids Storage,Cabinets,OK,10/14/18,0,0,0,0,0,0,0,0,0,197.19,5739,28,6688
Kids Storage,Cabinets,OK,10/7/18,0,0,0,0,0,0,0,0,0,192.29,5739,28,6688
Kids Furniture,Dining Tables,Perfect,1/13/19,868,0,868,33,33,29,0.07,1127,137.14,150.71,11957,439,19411
Kids Furniture,Dining Tables,Perfect,1/6/19,677.19,24.19,653,28,27,25,0.05,848,137.21,144.55,12813,471,20800
Kids Furniture,Dining Tables,Perfect,12/30/18,1040.23,45.23,995,23,22,21,0.04,1292,119.43,138.11,13399,497,21752
Kids Furniture,Dining Tables,Perfect,12/23/18,449,0,449,20,20,19,0.04,583,125.59,134.61,14311,504,23232
Kids Furniture,Dining Tables,Perfect,12/16/18,481,0,481,14,14,14,0.03,625,99.64,128.66,14586,519,23679
Kids Furniture,Dining Tables,Perfect,12/9/18,550,0,550,27,27,26,0.05,714,140.37,125.72,15105,531,24521
Kids Furniture,Dining Tables,Perfect,12/2/18,940.95,22.95,918,41,40,38,0.07,1192,141.76,121.52,15431,552,25050
Kids Furniture,Dining Tables,Perfect,11/25/18,670.96,23.96,647,28,27,22,0.04,840,116.96,117.32,16244,585,26370
Kids Furniture,Dining Tables,Perfect,11/18/18,388,0,388,21,21,18,0.03,504,91.94,119.28,16690,590,27095
Kids Furniture,Dining Tables,Perfect,11/11/18,348,0,348,9,9,11,0.02,452,133.36,115.64,16686,591,27088
Kids Furniture,Dining Tables,Perfect,11/4/18,421,0,421,19,19,16,0.03,547,99.87,112.56,16902,595,27438
Kids Furniture,Dining Tables,Perfect,10/28/18,232.88,25.88,207,9,8,8,0.01,269,81.93,108.5,16970,606,27548
Kids Furniture,Dining Tables,Perfect,10/21/18,312,0,312,13,13,10,0.02,405,61.22,106.96,16376,586,26584
Kids Furniture,Dining Tables,Perfect,10/14/18,530.25,25.25,505,21,20,19,0.03,656,108.11,105.77,15960,572,25909
Kids Furniture,Dining Tables,Perfect,10/7/18,508.24,28.24,480,18,17,12,0.03,623,64.99,104.37,15980,572,25941
Kids Furniture,Dining Tables,Great,1/13/19,93,62,31,3,1,2,0.02,40,99.18,127.47,2168,47,3520
Kids Furniture,Dining Tables,Great,1/6/19,317.33,45.33,272,7,6,6,0.11,353,70.15,114.87,2088,47,3389
Kids Furniture,Dining Tables,Great,12/30/18,252,63,189,8,6,5,0.11,245,110.34,109.34,2263,51,3673
Kids Furniture,Dining Tables,Great,12/23/18,31,0,31,2,2,2,0.03,40,118.35,108.5,2415,56,3920
Kids Furniture,Dining Tables,Great,12/16/18,50,25,25,2,1,1,0.02,32,37.81,108.78,2369,56,3846
Kids Furniture,Dining Tables,Great,12/9/18,230,46,184,5,4,4,0.07,239,47.82,101.15,2378,56,3861
Kids Furniture,Dining Tables,Great,12/2/18,13.5,4.5,9,3,2,3,0.03,12,211.83,104.93,2522,58,4095
Kids Furniture,Dining Tables,Great,11/25/18,123.33,49.33,74,5,3,3,0.05,96,17.86,98.42,2420,56,3929
Kids Furniture,Dining Tables,Great,11/18/18,106.25,21.25,85,5,4,4,0.07,110,107.88,95.69,2472,58,4013
Kids Furniture,Dining Tables,Great,11/11/18,82,41,41,4,2,2,0.03,53,165.09,92.89,2545,61,4132
Kids Furniture,Dining Tables,Great,11/4/18,184,23,161,8,7,5,0.1,209,108.49,90.58,2589,63,4204
Kids Furniture,Dining Tables,Great,10/28/18,28.28,30.28,-2,1,0,1,0,-3,75.69,86.24,2716,69,4409
Kids Furniture,Dining Tables,Great,10/21/18,61,0,61,3,3,3,0.04,79,121.35,87.5,2566,65,4166
Kids Furniture,Dining Tables,Great,10/14/18,48,32,16,3,1,1,0.02,21,47.74,89.04,2508,65,4071
Kids Furniture,Dining Tables,Great,10/7/18,62,0,62,1,1,1,0.02,81,63.22,83.51,2412,63,3916
Kids Furniture,Dining Tables,OK,1/13/19,0,0,0,0,0,0,0,0,0,140.42,442,13,718
Kids Furniture,Dining Tables,OK,1/6/19,14,0,14,1,1,1,0.07,18,8.16,127.26,442,13,718
Kids Furniture,Dining Tables,OK,12/30/18,0,0,0,0,0,0,0,0,0,122.43,458,14,743
Kids Furniture,Dining Tables,OK,12/23/18,40.5,13.5,27,3,2,2,0.13,35,152.92,120.33,442,13,718
Kids Furniture,Dining Tables,OK,12/16/18,0,0,0,0,0,0,0,0,0,123.13,476,15,773
Kids Furniture,Dining Tables,OK,12/9/18,400,200,200,2,1,1,0.06,260,16.32,111.93,476,15,773
Kids Furniture,Dining Tables,OK,12/2/18,48,24,24,2,1,1,0.06,31,67.53,111.51,718,15,1166
Kids Furniture,Dining Tables,OK,11/25/18,0,0,0,0,0,0,0,0,0,106.82,741,16,1204
Kids Furniture,Dining Tables,OK,11/18/18,0,0,0,0,0,0,0,0,0,101.92,741,16,1204
Kids Furniture,Dining Tables,OK,11/11/18,0,0,0,0,0,0,0,0,0,97.02,477,15,775
Kids Furniture,Dining Tables,OK,11/4/18,0,0,0,0,0,0,0,0,0,98.56,402,14,652
Kids Furniture,Dining Tables,OK,10/28/18,0,0,0,0,0,0,0,0,0,108.57,386,13,627
Kids Furniture,Dining Tables,OK,10/21/18,0,0,0,0,0,0,0,0,0,112.63,355,12,577
Kids Furniture,Dining Tables,OK,10/14/18,0,0,0,0,0,0,0,0,0,107.73,355,12,577
Kids Furniture,Dining Tables,OK,10/7/18,0,0,0,0,0,0,0,0,0,102.83,355,12,577
Kids Furniture,Chairs,Perfect,1/13/19,380.15,27.15,353,14,13,11,0.16,401,189.5,142.45,2864,69,2959
Kids Furniture,Chairs,Perfect,1/6/19,184.8,30.8,154,6,5,5,0.06,175,97.56,135.1,3252,82,3359
Kids Furniture,Chairs,Perfect,12/30/18,256,32,224,8,7,6,0.08,255,181.03,132.86,3368,86,3480
Kids Furniture,Chairs,Perfect,12/23/18,145,29,116,5,4,3,0.04,132,194.12,137.41,3427,89,3540
Kids Furniture,Chairs,Perfect,12/16/18,124,0,124,2,2,2,0.02,141,51.13,130.97,3553,93,3670
Kids Furniture,Chairs,Perfect,12/9/18,318,0,318,10,10,8,0.1,361,135.29,132.16,3465,91,3580
Kids Furniture,Chairs,Perfect,12/2/18,340,0,340,9,9,9,0.08,386,158.62,130.2,3764,100,3889
Kids Furniture,Chairs,Perfect,11/25/18,563.23,40.23,523,14,13,12,0.11,594,82.39,123.34,3952,106,4083
Kids Furniture,Chairs,Perfect,11/18/18,181,0,181,6,6,5,0.05,206,22.1,121.03,4380,116,4525
Kids Furniture,Chairs,Perfect,11/11/18,391.64,32.64,359,12,11,11,0.09,408,72.3,113.47,4303,117,4445
Kids Furniture,Chairs,Perfect,11/4/18,57,0,57,2,2,2,0.02,65,233.62,114.94,4365,120,4509
Kids Furniture,Chairs,Perfect,10/28/18,0,0,0,0,0,0,0,0,0,113.82,4320,119,4463
Kids Furniture,Chairs,Perfect,10/21/18,386,0,386,9,9,7,0.07,439,20.17,106.96,4133,115,4269
Kids Furniture,Chairs,Perfect,10/14/18,470.8,42.8,428,11,10,8,0.08,486,48.13,104.72,4197,115,4335
Kids Furniture,Chairs,Perfect,10/7/18,318,0,318,8,8,5,0.06,361,84.32,103.6,4327,119,4470
Kids Furniture,Chairs,Great,1/13/19,103,0,103,3,3,3,0.25,117,170.63,127.33,305,9,315
Kids Furniture,Chairs,Great,1/6/19,210,140,70,3,1,1,0.08,80,0.39,113.61,418,12,432
Kids Furniture,Chairs,Great,12/30/18,80,40,40,2,1,1,0.09,45,10.32,119.28,326,10,336
Kids Furniture,Chairs,Great,12/23/18,130.5,43.5,87,3,2,1,0.15,99,238.93,139.79,378,11,391
Kids Furniture,Chairs,Great,12/16/18,0,0,0,0,0,0,0,0,0,135.31,468,13,483
